Company Name,Sector,About,URL,Logo URL
Dalmec Asia Holding Pte Ltd,MECHANICAL AND INDUSTRIAL/ENGINEERING,"Dalmec is the world leader in Pneumatic Manipulators with more than 60.000 units sold in the 5 continents. Through the incorporation of Dalmec Asia Holding Pte. Ltd, 100% owned by Dalmec S.p.A., we have set up four operative branches to cover the most important regions: Singapore (Dalmec Asia Pacific Pte. Ltd), Thailand (Dalmec Asia Thailand Co. Ltd), UAE (Dalmec Asia Middle East Fze) and Vietnam (Dalmec Vietnam Co.Ltd). With our own sales team in each country, we are able to provide our clients with customized solutions for the material handling of the most diverse goods.Dalmec Manipulators can ergonomically lift loads from 10 kg to 1.500 kg using only compressed air, caring at the same time for the safety of the users and the products. Thanks to Dalmec tailored gripping tools and balancing systems, the operator is able to move the load in any direction effortlessly, in maximum safety and in virtually weightless conditions. Custom made to fit in the available space, Dalmec Manipulators are the ideal solution for handling loads in small spaces such as in transport lines, packaging lines and production processes. The local technical team guarantees fast response and intervention for any technical query. For more information about Dalmec Pneumatic Manipulators visit www.dalmec.com or email info@dalmecasia.com.",https://italchamber.org.sg/membership-directory/corporate/222315#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/e6eea81a-8678-4d53-84c5-6c2ee0056f1a.png
De Nora Water Technologies Singapore,MECHANICAL AND INDUSTRIAL/ENGINEERING,"De Nora is an Italian multinational company, listed on the Euronext Milan stock exchange, specializing in electrochemistry, a leader in sustainable technologies, and with a key role in Green Economy. The world’s largest supplier of high-performing catalytic coatings and insoluble electrodes for electrochemical and industrial applications, a leading provider of equipment, systems, disinfection, and filtration solutions for water and wastewater treatment.",https://italchamber.org.sg/membership-directory/corporate/1083413#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/710de4a5-8fcc-42d1-93bc-10537640249e.png
Deluxe Systems Pte Ltd,CONSTRUCTION AND INFRASTRUCTURE,"Deluxe Systems was established in 2023 in Singapore, an extension of our companybased in Italy, as the perfect hub to export and sell our Italian products acrossASEAN countries.The company specialized in designing windows and doors solutions that integratehigh quality and performance, and Italian craftsmanship, always focused on livingcomfort and sustainability. The Made in Italy is tailored to local needs.",https://italchamber.org.sg/membership-directory/corporate/2029313#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/033436b0-7699-4a12-8eb9-c4a691b1663f.png
Dentons Rodyk & Davidson LLP,LEGAL AND ACCOUNTING FIRMS,"Dentons Rodyk is a global law firm in Singapore with a team of around 200 lawyers, offering clients a full suite of legal services necessary to do business locally and globally. With over 160 years of establishment, consistently ranked highly in leading publications including the Chambers Asia Pacific, The Legal 500 Asia Pacific, IFLR1000 and Who’s Who Legal, the firm provides the highest quality advice to their clients while maintaining strong working relationships with.Dentons Rodyk is part of Dentons ASEAN, the first global pan-ASEAN law firm with an established history in Indonesia, Malaysia, Myanmar, the Philippines, Singapore, and Vietnam, and will continue to grow its presence through combinations with exceptional local firms across the ASEAN region and help clients navigate change wherever they are located. Dentons ASEAN recently announced its intention to combine with leading Thailand law firm, Pisut & Partners, which is expected to launch in the coming months.",https://italchamber.org.sg/membership-directory/corporate/232415#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/79aaa4c1-d257-44f4-bf3f-95fd83f742d5.png
Dezan Shira and Associates Pte Ltd,BUSINESS SERVICES,"Dezan Shira & Associates is a pan-Asia, multi-disciplinary professional services firm, providing market entry, legal, accounting, tax, HR, technology, and operational advisory to international investors. Originally incorporated in Hong Kong in 1992, Dezan Shira & Associates is now in its third decade of operations. With more than 30 years of on-the-ground experience and a large team of lawyers, tax experts and auditors, in addition to researchers and business analysts - we are your partner for growth in Asia.We support clients from our offices throughout China, Hong Kong, India, Indonesia, Malaysia, Singapore, and Vietnam, as well as from our 13 Asian Alliance partner offices in Bangladesh, Japan, the Philippines, Thailand, Sri Lanka, Mongolia, Nepal and South Korea. Together, we makeup one of the largest integrated providers of corporate services in the region, with more than 35 offices and 450 professionals in Asia.We also serve our corporate clients and partners beyond Asia. Our firm maintains liaison offices in the United States, Germany, Italy, and the Middle East.www.dezshira.comOur Services•	Accounting•	Financial Review•	Business Advisory•	Business Intelligence•	Corporate Establishment•	HR and Payroll•	Mergers and Acquisitions•	Risk Management and ESG•	Tax•	TechnologyWe also publish business intelligence in our Asia Knowledge Hub and under www.asiabriefing.com.",https://italchamber.org.sg/membership-directory/corporate/1378060#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/7f59cc0e-6f4b-4bf6-be8b-9da430404156.png
Diacron Business Consulting (Singapore) Pte Ltd,BUSINESS SERVICES,"Diacron Group is an international firm specializing in accounting, tax, and corporate services. Founded in 1995, Diacron assists companies and entrepreneurs in expanding and managing their operations abroad by providing tailored solutions to meet their needs in foreign markets.With a double subject-matter expertise on the international and national regulatoryframework, Diacron’s team can provide a technical support in an efficient management of local criticalities and challenges the client faces abroad as an economic operator inSingapore.In this context, Diacron aims to assist the client in the correct planning and execution ofinternationalization projects, namely in the choice of setting up a local presence in theforeign market, with a branch or subsidiary, or through the decentralization of production units, providing solutions for staff mobilization, assisting the client in managing the local business in compliance with tax, accounting, and governance obligations.",https://italchamber.org.sg/membership-directory/corporate/843812#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/d6394b8b-2d69-4a64-82ad-93174c15f748.png
dMTV Global Pte Ltd,LEGAL AND ACCOUNTING FIRMS,"dMTV is the brand of the international legal and tax advisory firm dMTV Global, headquartered in Singapore, founded by avv. Federico Vasoli, with offices also in Malta, Hanoi and Ho Chi Minh City, Vietnam.dMTV is an internationally focused firm that inherits a three century-old Italian family tradition in the legal professions (hence its acronym from the surnames de Masi Taddei Vasoli) and almost two decades of exposure to the Asia-Pacific jurisdictions.We are proud to be the firm of choice for countless asset protection and cross-border operations in a variety of industries, particularly between Europe, Vietnam, Singapore and a range of West Indies jurisdictions, and to have provided holistic legal support to hundreds of digital token and blockchain projects in just over four years through our Singapore-based director Giacomo Merello GCEG, Lord Leslie.Services offered by dMTV's Singapore practice include inter alia commercial agreements, corporate advisory, legal and tax opinions, legal due diligence exercises, legal entity formation, ad-hoc licences applications, mergers and acquisitions, nominee directorship, pre-dispute resolution, asset protection, heraldry, nobiliary and dynastic law.",https://italchamber.org.sg/membership-directory/corporate/237584#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/7f36e93c-9125-48bc-8003-42836358f572.png
DT & Partners Srl,LEGAL AND ACCOUNTING FIRMS,"DT & Partners was founded in 2012 from the idea of the founding partners Cristina D'Alessandro and Giovanni Tortolano, consultants already active for over 10 years in the field of tax and corporate consultancy.We are the ideal partner in your growth path, in the evolution of your business and in achieving your goals.The firm offers services in the fields of Corporate Tax, Business and Accounting consultancy and provides qualified professional services to SMEs, from large corporate groups to natural persons.Thanks to the experience of its professional principles and a network of selected partners, DT&Partners provides its customers with a range of services ranging from the drafting of financial statements to assistance on extraordinary operations, assistance in the field of international accounting and auditing and accounting organization and legal advice.The core business is focused on accompanying companies in the internationalization processes with processes dedicated to the specific needs of the customer.",https://italchamber.org.sg/membership-directory/corporate/1428956#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/24f6a47c-454e-4df4-a8a2-98198d7669f4.png
DZE Asia Pte Ltd,MECHANICAL AND INDUSTRIAL/ENGINEERING,"DZE Asia Pte Ltd, a member of the Dino Zoli Group, specializes in lighting, motorsport systems, telecommunications, and audiovisual solutions. We deliver cutting-edge and innovative technologies tailored to the needs of complex and high-performance environments. Our expertise lies in the design and delivery of fully integrated systems for major sports events, automatic lighting solutions for large-scale areas and places of worship, radio communication networks, and audiovisual and TV broadcast direction systems. Notably, we delivered the first Formula 1 night race lighting system in Singapore and the first Formula E night race system in Riyadh, Saudi Arabia. We take pride in providing high-quality, reliable, and customized solutions that meet the specific requirements of each client. Our multidisciplinary team remains at the forefront of technological advancements, ensuring the adoption of the most advanced and dependable equipment available on the market. Through our integrated approach, we enhance the overall experience for both participants and spectators—combining state-of-the-art lighting for optimal visibility and atmosphere, with robust communication systems that guarantee seamless coordination among teams and event organizers.",https://italchamber.org.sg/membership-directory/corporate/247547#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/426e3455-b1de-46b7-b261-695190497bee.png
EDA Industries (Asia Pacific) Pte Ltd,MANUFACTURING,"Established in 1993 in Italy, EDA Industries is a dynamic and experienced international company, focused on the production of Reliability, Burn-in and Test Equipment for the semiconductor industry.EDA Industries has its headquarters in Rieti, but over the years has opened new Italian offices in Terni and Catania, as well as further plants in Singapore, the Philippines, Malaysia, China, and Morocco.With a continuous focus on Innovation and Research & Development, the principal strategic objective of EDA Industries is to confirm its leadership in the production of Reliability, Burn-in and Test Equipment, offering complete and customized solutions all over the world.",https://italchamber.org.sg/membership-directory/corporate/247548#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/390ddf56-7e47-49f0-8a9a-4ec99af899a0.png
EGA WORLDWIDE,BUSINESS SERVICES,"EGA combines live events with digital, virtual and hybrid experiences offering creative and innovative solutions in several areas: Creativity&Event Design, Communication&Digital, Planning&Management, Production&Report. Thanks to its continuous drive to improve and come up with new solutions for clients. Ega quickly became a market leader in the organization of conferences and government events. This inclination made it one of the first agencies to experiment and come up with innovative ideas using new technologies and creative solutions. Some data: 5.500 events managed, 150 professionals, 8 Global Summits, 5 Universal Expos, 15 International managing national and international events, with a team composed of numerous professionals who share the same passion for making events a memorable experience.",https://italchamber.org.sg/membership-directory/corporate/2063423#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/b30afe36-f3ca-4214-95c7-da83bc71eca6.png
Elettronica Group - Singapore Branch,DEFENCE AND AEROSPACE,"A world leader in Electronic Defense systems for over 70 years. Thanks to innovative management of the ElectroMagnetic Spectrum (EMS), achieved through proprietary and integrated technologies, today the brand is an international Group with a multi-domain approach that also covers Cyber, Space and Biodefense with the final aim to protect people, assets, and information anywhere in the world.With the experience gained through participation in major European Defense programs, including Eurofighter Typhoon, FREMM, PPA, today ELT Group is present in more than 30 countries in the World with more than 3000 systems supplied, and participates in the project for the sixth-generation stealth fighter platform GCAP (Global Combat Air Programme).ELT Group is headquartered in Italy and has a presence in 11 countries located on 3 continents through sales offices and companies of strategic importance and local law in Germany and Saudi Arabia. Also, part of the ELT Group are CY4GATE, which specializes in Cyber Security and Cyber Intelligence, E4Life, Italy's first Biodefense company and Solynx Corporation, a US-based technology scouting company.",https://italchamber.org.sg/membership-directory/corporate/247549#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/1076be01-68c6-4f79-b06d-f8a4a3f94e69.png
ENEOS ItalSing Pte Ltd,MANUFACTURING,"ENEOS ItalSing is a joint venture between ENEOS Oil & Energy Asia Pte Ltd, Enilive S.p.A. and Singapore Petroleum Company LimitedENEOS ItalSing is committed to be the Premier Lubricant Contract Manufacturer in the region by providing quality products and services to achieve total customer satisfaction. Since our start up in 1993, our track record of flexible service, quality and timely on-demand delivery has become our hallmark of excellence.Our key success factor is partnership for a win-win relationship with our customers. The ENEOS ItalSing Team is trained to ensure that Customers get consistent quality products and services all the time.The ENEOS ItalSing product quality is recognized throughout Asia Pacific. Our one-stop service allows Customers to focus on marketing and sales and to grow their business.Equipped with flexible production facilities, state-of-the-art laboratory and a highly trained professional team, ENEOS ItalSing is able to meet your needs and your customers' specific demands",https://italchamber.org.sg/membership-directory/corporate/1432763#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/f647e724-2107-4100-9ca9-8d6621173751.png
ENI Energy Shanghai Co. Ltd. (Singapore Branch),ENERGY,"Eni is a global energy company engaged in the exploration, development and extraction of natural gas and oil, power generation from traditional and renewable sources, refining and chemicals. The goal of sustainability incroporates business at every level. Eni Energy (Shanghai) Co., Ltd. Was established in 2012 as a 100% subsidiary of Enilive S.p.A., the Eni company dedicated to mobility products and services. In July 2022, the Singapore branch was established to take charge of lubricant sales activities in Asia Pacific and Oceania Region. It is committed to providing a wide range of high-quality lubricants covering all kinds of lubricants from automotive sectors (passenger cars, heavy duty vehicles and motorcycles) to any kinds of industrial lubrication requirement.",https://italchamber.org.sg/membership-directory/corporate/3283921#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/831a41e7-a76d-4b3b-896b-5958a247f69e.png
Ergo: Travel Pte Ltd,HOSPITALITY AND TOURISM,"Specialist travel consultancy providing custom travel solutions and specially-organised tours to Italy for individuals and small groups, both private as well as corporate. Also provides inbound travel services for English- and Italian-speaking clientele visiting Singapore and Southeast Asia. Official representative of Trenitalia and VOX Wireless Communications Systems in Singapore.Ergo: Travel serves the English-speaking market from around the world, and since its founding in 2009 has had clients not only from Singapore and Southeast Asia, but also from the UK, Oceania, USA and Canada, South Africa, Turkey and even amongst Italians themselves.Ergo: Travel provides their clients with an experience far beyond the usual tourist sights so that they can enjoy the huge variety of local cultures of the country, from visiting less travelled areas to understanding the daily lives of the locals. Ergo: Travel tours in spring and autumn focus on individual regions such as Piedmont, Veneto and Sicily, or on specific themes such as music, mountains, and local festivals, and always include activities and visits to places which other tour operators will never be able to include, such as visits to private homes and locations not normally accessible to the public. At the same time, Ergo: Travel follows the principles of Responsible Tourism and seek to collaborate directly with only individual professionals, small businesses or cooperatives with the aim of contributing towards the local economy.",https://italchamber.org.sg/membership-directory/corporate/820576#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/5a16596c-0201-4be0-9c42-5070bcb60f83.png
Ermenegildo Zegna,LUXURY RETAIL,"Inspired by our visionary founder, ZEGNA follows its own path down the road that Ermenegildo built over 110 years ago in the mountains in Piedmont, northern Italy. His 232 road, crossing through the 100 km² Oasi Zegna natural territory that surrounds the original ZEGNA Wool Mill, has been turned into the 232 Road Brand Mark – a graphic abstraction of the ZEGNA brand identity, where its history is consolidated into the founder’s family name.Established as a fabric maker, ZEGNA is internationally recognised as a leading global luxury menswear brand and part of the Ermenegildo Zegna Group. Managed by Gildo Zegna as Chairman and CEO, Ermenegildo Zegna Group designs, creates and distributes luxury ready-to-wear and accessories under both the ZEGNA and Thom Browne brands to over 500 stores. As of 30th September 2022, 299 stores are directly operated by the Ermenegildo Zegna Group (242 ZEGNA and 57 Thom Browne) in 80 countries around the world. The brand remains committed to leveraging its rich heritage to build a better present and future.",https://italchamber.org.sg/membership-directory/corporate/222308#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/d18d6e9c-19a2-4cc7-a853-3f714696a587.png
EssilorLuxottica Asia Pacific Pte. Ltd.,LUXURY RETAIL,"EssilorLuxottica is a global leader in the design, manufacture and distribution of ophthalmic lenses, frames and sunglasses. With over 200,000 employees across 150 countries, 650 operations facilities and 18,000 stores, in 2023 the Company generated consolidated revenue of Euro 25.4 billion. Its mission is to help people around the world to see more and be more by addressing their evolving vision needs and personal style aspirations. EssilorLuxottica is home to the most advanced lens technologies including Varilux, Stellest and Transitions, the most iconic eyewear brands including Ray-Ban and Oakley, the most desired luxury licensed brands and world-class retailers including LensCrafters and Sunglass Hut. The Company’s OneSight EssilorLuxottica Foundation has given access to sustainable vision care to more than 760 million people in underserved communities. For more information: www.essilorluxottica.com",https://italchamber.org.sg/membership-directory/corporate/2415033#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/c8201eaf-20ad-40d7-bc41-8fdcbef9dcac.png
Euromed Pharma APAC Pte Ltd,HEALTHCARE,"Euromed Pharma provides a full range of services to manage the supply of pharmaceutical products, both in the commercial and in early or expanded access program.As a global leader in healthcare product sourcing we are trading with unlicensed medication or medications in shortage or for government emergency stockpile.Our non-commercial services include Clinical Trial Supplies services, including comparator sourcing, primary and secondary GMP packaging, blinding, placebo manufacturing and European and UK QP release and global distribution of Investigational Medicinal Products (IMP) to hospitals.Animal health: medication and supplement products supplies.Beauty Care product supplies, specialising in dermatology, fragrances and fillers for estitics medicine.",https://italchamber.org.sg/membership-directory/corporate/247570#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/a71e122a-3067-4d99-8fb2-3ab3d1221515.png
FACI Asia Pacific Pte Ltd,CHEMICALS,"Manufacturers of Metallic soaps and Fatty acid esters such as: Calcium, Zinc, Magnesium, Sodium and Potassium Stearate as metallic soaps including Zinc laurate.Faci Asia Pacific is part of a Group active since almost a century and operating in the oleochemical business. Oleochemicals products are bio-based molecules/products made from vegetable and animal oils and fats, Faci Asia Pacific transform vegetable-based building blocks like fatty acid into oleochemical derivatives like metallic soaps and esters which are used as additives in wide range of application from polymers to personal care, pharmaceutical, paper industry, rubber, building industry.It is a dynamic sector which today has large responsibility and contribution on sustainability and especially in reducing the carbon footprint being based on renewable raw material.The company is accredited with the following standard: ISO, FSSC, Kosher, Halal, NSF, NK, EU 10/2011, FCC, BP, JPXIII, JHOSPA, USP and it is a member of the RSPO.",https://italchamber.org.sg/membership-directory/corporate/247551#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/b32afe93-8c07-4b4d-a5d4-417a6ec723bc.png
Fairmont Singapore & Swissôtel The Stamford,HOSPITALITY AND TOURISM,"ABOUT FAIRMONT SINGAPOREFairmont Singapore, Fairmont Hotels & Resorts’ pioneer property in Asia, comprises 778 guestrooms and suites. It offers a distinct collection of 5 restaurants and bars, the award-winning 50,000 sq ft Willow Stream Spa and the cutting-edge Raffles City Convention Centre which has 108,000 sq ft of prime, flexible function space, with 34 meeting rooms. Strategically located in the heart of Singapore’s business, shopping and entertainment districts, Fairmont Singapore is where sophisticated travellers discover culturally rich experiences that are authentic to the Lion City. Fairmont Singapore is proudly a Global Sustainable Tourism Council (GSTC) Certified hotel.ABOUT SWISSÔTEL THE STAMFORDSwissôtel The Stamford is part of the Swissôtel Hotels & Resorts group. The hotel provides a wide range of amenities from a luxurious range of 1,252 guestrooms and suites, 7 restaurants and bars. It also houses the 108,000 sq ft Raffles City Convention Centre which comprises 34 meeting venues with technologically advanced business facilities and services. One of Southeast Asia’s tallest hotels and conveniently located in the heart of Singapore, Swissôtel The Stamford boasts panoramic views of Singapore, Malaysia and nearby islands of Indonesia.As a purpose-driven hospitality brand committed to sustainability, Swissôtel The Stamford is proudly a Global Sustainable Tourism Council (GSTC) Certified hotel. Sustainability initiatives include reduction of plastic use, using sustainable products in restaurants and most notably, the launch of the industry’s first urban Aquaponics farm within the hotel where fish and vegetables grow together in a pesticide-free integrated system.",https://italchamber.org.sg/membership-directory/corporate/2061213#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/675d1276-669a-4f48-bb11-25090853657d.png
Fedegari Asia Pte Ltd,MANUFACTURING,"Fedegari Asia Pte Ltd was established in 2008 in Singapore to provide direct support to one of the world’s most dynamic and fastest-growing markets in Pharma. In addition to commercial operations, Fedegari Asia Pte Ltd ensures the availability of skilled technical personnel for customer care, a state-of-the-art Tech Center, and a dedicated spare parts warehouse. Fedegari Asia Pte Ltd serves as a unique hub for innovation and collaboration, enhancing the company’s presence across South-East Asia. By operating from the Singapore hub, Fedegari brings its services closer to clients, fostering stronger relationships and delivering exceptional support.",https://italchamber.org.sg/membership-directory/corporate/222309#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/5dc9fe20-b514-4312-b93c-c9416dbea18b.png
Ferragamo (Singapore) Pte Ltd,LUXURY RETAIL,"Ferragamo is one of the world’s leaders in the luxury industry and whose origins back date to 1927. The brand is active in the creation, production and sales of shoes, leather goods, apparel, silk products and other accessories for men and women. The brand’s products offer also include eyewear, watches and perfumes, manufactured by licensees. The uniqueness and exclusivity of our creations, along with the perfect blend of style, creativity and innovation enriched by the quality and superior craftmanship of the “Made in Itay” tradition, have always been the hallmarks of the group’s products. With approximately 3900 employees and a network of 409 directly operated stores (DOS) as of 31 December 2021, the Ferragamo Group operates in Italy and worldwide through companies that allow it to be a leader in the European, American and Asian markets.www.ferragamo.com",https://italchamber.org.sg/membership-directory/corporate/2505023#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/4dbb0fa6-9565-4c59-a748-26afa97940d4.png
Ferrari Far East Pte Ltd,AUTOMOTIVE,"The ultimate symbol of sporting excellence, Ferrari needs no introduction. Founded in 1947, its reputation as a sports car manufacturer has been built through numerous Formula 1 titles (16 times winner of the Constructors’ championship and 15 times winner of the Drivers’ championship) and, of course, an impressive series of legendary GT models – cars unique for their design, performance and pure driving pleasure that represent the best of Made in Italy the world over.In early 2013, Ferrari Far East Pte. Ltd. was established and is today responsible for Ferrari operations in the Far East and Middle East regions, which covers North East Asia (Japan, South Korea), South East Asia (ASEAN countries), Australasia (Australia and New Zealand) and the Middle East (U.A.E, Saudi Arabia, Qatar, Bahrain, Kuwait, Oman, Lebanon) and India.",https://italchamber.org.sg/membership-directory/corporate/247553#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/44db70ed-3ca1-4395-a64b-520b3278323a.png
Ferrari Logistics Singapore Pte Ltd,SHIPPING / FREIGHT FORWARDING,"We are a one-stop service provider specialising in shipping, integrated logistics and high value-added services for jewellery and precious goods, worldwide.Established in 1959 as a Customs broker and forwarding company in Italy, Ferrari Group has evolved into an extraordinary global network of offices and agents in over 80 cities, counting 3 offices in Singapore.Committed to sustainability and innovation, we provide impeccable customized services, based on responsiveness, discretion and utmost security.Clients include global luxury brands, high-end watchmakers, jewellery manufacturers and distributors, diamond dealers, precious stones producers and private clients.",https://italchamber.org.sg/membership-directory/corporate/2010900#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/fe4ac362-d486-4893-9b2d-5fa7854f59ee.png
Ferrero Asia Pacific Pte Ltd,FOOD AND BEVERAGE,"Ferrero Group is a global leader in sweet-packaged foods, renowned for iconic brands such as Nutella®, Kinder®, Ferrero Rocher®, and Tic Tac®, alongside local favorites.Founded in 1946 in Alba, Italy, Ferrero marks 80 years as a family-owned group with more than 50,000 employees and operations in over 170 countries. The company combines a strong heritage and commitment to quality with continuous innovation across brands and categories, including ice cream, biscuits and bakery, breakfast cereals, and better-for-you offerings. Guided by a long-term vision, Ferrero focuses on sustainable and responsible growth, strengthening its presence in emerging segments while staying true to its values of excellence and care.",https://italchamber.org.sg/membership-directory/corporate/222310#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/be5c765d-e993-43fb-b82e-9b36b9cb773c.png
FIAMM Asia Pacific Pte Ltd,MANUFACTURING,"FIAMM Asia Pacific Pte Ltd is the subsidiary of FIAMM Energy Technology S.p.A. - Reserve Power Solutions division, for the Asia Pacific region.FIAMM Energy Technology is a multinational company engaged in the production and distribution of batteries and accumulators for motor vehicles and for industrial use born following the separation from FIAMM Group of the business of automotive batteries and industrial batteries with lead-acid technology.To be closer to the needs of customers FIAMM Energy Technology has about 20 commercial and technical branches and a wide network of importers and distributors and operates with a staff of one thousand employees.FIAMM Reserve Power Solutions is an internationally recognized leader in the development and supply of a wide range of industrial batteries and energy storage systems. We design and manufacture backup power solutions to guarantee the continuity of the energy supply to the critical applications when the main power is cut off.",https://italchamber.org.sg/membership-directory/corporate/247554#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/224c7ca2-62da-4b7f-aee5-b3cbffaa721d.png
Fiamma Asia Pacific Pte Ltd,AUTOMOTIVE,"Fiamma Asia Pacific is a wholly owned subsidiary of Fiamma, headquartered in Cardano Al Campo, Italy near Milan. The main purpose of our Singapore subsidiary is to develop business in the Asia Pacific region and to provide assistance to our longstanding business partners from Japan in the north to New Zealand in the south. We are confident in the important role of Singapore as an ideal regional hub for our markets as we see a strong potential of the leisure industry as APAC embraces the culture of experiencing nature.Fiamma is a leading manufacturer of technical accessories for the recreational outdoor leisure market: Founded in 1945, Fiamma is a privately owned family business, operating worldwide from Italy, US, Germany, UK and since 2021 in Singapore. We strive to be the best provider of leisure products for caravans, motorhomes, vans and urban vehicles.",https://italchamber.org.sg/membership-directory/corporate/1550104#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/fad2fc37-1828-4313-a44d-8541147e5d0f.png
Fidinam Singapore Pte Ltd,LEGAL AND ACCOUNTING FIRMS,"Fidinam is a boutique tax and business consulting firm founded in 1960, with an international presence in Europe, Middle East and Asia Pacific.Our core services include tax advisory, corporate services, business consulting, trust services, as well as consulting for investors in digital assets and fintech companies.Our Clients include Individuals, SMEs and Multinational Companies across various industries.Fidinam is highly reputed for offering comprehensive accounting, tax, payroll, HR and treasury services. We support our Clients in establishing and managing their operations in Asia Pacific, acting as a one-stop-shop service provider.With a direct presence in 18 locations and a global network of business partners, Fidinam provides personalized services and local expertise.Fidinam’s presence in Asia Pacific includes offices in Hong Kong SAR, China, Singapore, Vietnam and Australia. In Europe and the Middle East we are present in Italy, Switzerland, Monaco and the UAE.Our strength is our people: a multicultural and multidisciplinary team of professionals with a finance and tax/legal background committed to serve our clients with the highest quality standards.Don’t hesitate to contact us to know more about our services.",https://italchamber.org.sg/membership-directory/corporate/222311#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/363857e3-cd77-4b04-a4c8-2cf02798c097.png
Fincantieri S.p.A.,MECHANICAL AND INDUSTRIAL/ENGINEERING,"Fincantieri is one of the world’s leading shipbuilding groups, operating across all segments of high value-added naval engineering. We are the global leader in cruise ship construction and aninternationally recognized player in the defense and offshore specialized vessel sectors. As the only global player operating in all sectors of high-tech shipbuilding, we are a benchmark for major cruise operators, the sole supplier for the Italian Navy, a partner for the US Navy and numerous foreign navies, and key participants in some of the main European Defense partnership programs. We are not only involved in the design and construction of ships: thanks to our ability to manage ultra-complex projects, we are now active in the production of systems and components, electronics and cybersecurity, infrastructure and after-sales services.",https://italchamber.org.sg/membership-directory/corporate/247555#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/9972cd76-9cfb-4e12-8b22-7961bde1edad.png
Florim Far East Pte Ltd,FURNITURE AND HOME APPLIANCES,"Inspired by an innate passion for beauty and design, Florim has been producing porcelain surfaces to meet all the needs of the construction, architecture and interior design sectors for over 60 years. Headed by Claudio Lucchese, son of its founder Giovanni Lucchese, the company has a past firmly rooted in the ceramics district and a present as an international industry trendsetter. The Group employs about 1,500 people worldwide and generates turnover of 585 million Euro with the brands FLORIM, CEDIT, FLORIM stone. With state-of-the-art production plants, distribution companies and partnerships in Europe, America and Asia and a number of flagship stores and single-brand showrooms, the company is well positioned in the world's top design districts (Milan, New York, Moscow, Singapore, Frankfurt, London, Abu Dhabi, Paris, Rome). Its strategy focused on quality, innovation and sustainability combines with the creative drive and passion of its human resources to transform the value known as “made in Italy” into “made in Florim”. After changing its articles of association and becoming a Benefit Corporation, Florim obtained the B Corp certification in 2020 and has been since 2022 a member of Altagamma, the Foundation that brings together an elite of Italian companies considered as ambassadors of the Italian lifestyle around the world.",https://italchamber.org.sg/membership-directory/corporate/232419#page-member-ajax,https://italchambersg.glueup.com/resources/public/images/logo/400x200/a8ce55c3-4f53-4830-b0bb-ba3814fa4802.png
